2020-12082-MN-0,-0.135261,0.102228,0.0463846,-0.0364105,-0.0487027,-0.0834722,-0.027099,-0.151429,0.117152,-0.0443518,0.280895,-0.0587225,-0.175876,-0.111098,-0.0560393,0.165584,-0.170281,-0.0743562,-0.06913,-0.0229808,0.0749382,0.040282,0.0792801,0.0452814,-0.0839906,-0.348081,-0.0926583,-0.047148,0.0174668,-0.0230315,-0.0337783,0.00888636,-0.229623,-0.138335,0.065841,0.0778383,0.0173148,-0.0394245,0.168376,-0.0641776,-0.203711,0.00499434,0.152558,0.250829,0.18181,0.0965901,-0.0277489,-0.0997195,0.110562,-0.162016,0.0822855,0.0670444,0.121283,0.0166632,0.0100396,-0.110954,0.0228744,0.184664,-0.160418,0.00695371,0.094058,-0.0549663,-0.0064995,-0.0509997,0.237052,0.0895611,-0.140601,-0.117445,0.0963593,-0.127624,-0.0469934,0.0372369,-0.130537,-0.170293,-0.37068,0.00792964,0.405806,0.0879222,-0.204802,-0.0205046,-0.0242989,0.0407172,0.139878,0.126162,-0.0425963,0.00503189,-0.12268,-0.0220392,0.211166,0.0113064,-0.0883511,0.220654,-0.0106759,0.0561802,0.0181158,0.068365,-0.0963017,-0.00133597,-0.169246,-0.000524254,0.0127783,0.0262266,-0.0179567,0.172959,-0.158784,0.103533,-0.00418231,0.0365282,0.0301927,-0.00135342,-0.0372474,-0.0932404,0.0637863,-0.18624,0.167354,0.156368,0.0294087,0.138373,0.0817767,0.0551254,0.0146232,0.0225072,-0.200375,-0.0515131,0.0990228,-0.0850178,0.172029,0.012251
2020-12329-MN-0,-0.144119,0.0153989,0.0903675,-0.12824,-0.0797078,-0.0694767,-0.0116079,-0.151982,0.194849,-0.154001,0.186931,-0.0774095,-0.224766,-0.00542263,-0.0894261,0.16503,-0.113167,-0.0859571,-0.0324116,-0.0591182,0.0452251,-0.00455449,0.0227416,0.0472123,-0.0662654,-0.366371,-0.117024,-0.0968075,-0.0177136,-0.0270215,0.0154833,0.099605,-0.198619,-0.0139593,-0.0460872,0.0934224,-0.0635788,-0.0596307,0.184206,-0.0206982,-0.207177,-0.0957843,0.0630044,0.18087,0.174427,0.0415833,0.0140259,-0.0870712,0.0532461,-0.206323,0.0376025,0.0987325,0.0044408,0.0694641,0.0613624,-0.124726,0.082975,0.0801719,-0.155236,0.0152169,0.0734845,-0.140165,-0.0622657,-0.0013964,0.299803,0.126448,-0.090721,-0.0717884,0.207857,-0.165046,-0.0309467,0.0125953,-0.138038,-0.148788,-0.268551,0.0178767,0.3786,0.137245,-0.106697,0.0901963,-0.0825334,0.0116332,0.151194,0.122839,-0.0408267,0.0122933,-0.0406673,0.0199268,0.161328,-0.030026,-0.0259406,0.22637,-0.0469177,0.0397841,0.0132204,-0.000413637,-0.0679012,-0.00289393,-0.107328,-0.0328952,0.11962,-0.0215458,0.0191137,0.128431,-0.201469,0.103702,-0.0242606,0.00668637,0.0713012,-0.0109616,-0.0602027,-0.0721037,0.129943,-0.189206,0.196769,0.145739,-0.018337,0.149623,0.0914256,0.0904985,0.00823701,-0.044898,-0.194347,0.00648564,0.112784,-0.00355289,0.0806756,0.0363281
2023-00088-MN-0,-0.0349658,0.0378114,0.0164138,-0.0890196,-0.142031,-0.0494858,-0.0671806,-0.047459,0.152282,-0.14904,0.170341,-0.0687433,-0.175232,-0.0512764,-0.0137265,0.200609,-0.241941,-0.180779,-0.0526255,-0.000971473,0.0546681,-0.00667585,-0.0214515,0.029744,-0.0594264,-0.402745,-0.145609,-0.0895256,0.0480512,-0.0497017,0.0185551,0.040238,-0.158061,-0.0594071,0.0476683,0.0284001,-0.04496,-0.108137,0.175346,0.0215149,-0.243543,0.0151569,0.084605,0.228677,0.141793,0.0650431,0.0540489,-0.130425,0.170653,-0.168256,0.0167041,0.135967,0.0724729,0.103093,0.063402,-0.0947561,0.0700193,0.163321,-0.195941,0.0591904,0.0480613,-0.0473839,0.0222057,-0.101115,0.248202,0.0435461,-0.0890412,-0.21807,0.177438,-0.15725,-0.106706,0.0738444,-0.126076,-0.158571,-0.280171,-0.0402441,0.404758,0.0958298,-0.117108,0.0572131,-0.0523235,-0.0900078,0.0835997,0.165659,-0.000531236,0.000824031,-0.0649322,-0.0360366,0.278503,-0.0723488,-0.00259515,0.19628,-3.65376e-05,0.0758486,0.00782197,-0.00740456,-0.0892527,0.0364541,-0.12528,-0.0336541,-0.0387169,-0.0554649,-0.0542789,0.066684,-0.121481,0.115126,0.0100714,0.0187172,-0.0514188,0.0467666,-0.11071,-0.0889746,0.13271,-0.244681,0.190968,0.205403,0.0988006,0.107325,0.0760297,0.0739781,-0.0262489,-0.0782503,-0.211975,-0.0252625,0.0707469,0.00739281,0.0124591,0.0151436
2023-00105-MN-0,-0.113621,0.0375856,0.0314043,-0.0528832,-0.13241,-0.0252405,-0.10628,-0.106364,0.177867,-0.0728366,0.280505,0.00131135,-0.15499,-0.0883947,-0.0624163,0.213614,-0.22216,-0.109253,-0.030058,0.0225335,0.0570282,-0.00539441,0.080892,0.0580506,-0.121628,-0.37352,-0.0745591,-0.11432,-0.027083,-0.0350377,-0.07288,0.0632075,-0.192981,-0.0330898,0.0243585,0.0609184,-0.0250671,-0.0292392,0.168887,-0.00246229,-0.275997,0.0264971,0.0322606,0.177468,0.14219,0.0428656,0.0402018,-0.166849,0.114883,-0.127183,0.0643889,0.132108,0.125003,-0.00236173,-0.0249775,-0.11551,-0.00196427,0.136269,-0.130419,-0.00267413,0.0943216,-0.0738354,-0.0666195,-0.141241,0.215097,0.133771,-0.119924,-0.206021,0.102673,-0.0671638,-0.0866212,0.0996257,-0.162361,-0.222289,-0.303056,-0.0223887,0.355089,0.042891,-0.210468,-0.0163524,-0.0788266,-0.00139016,0.057426,0.154125,-0.00645968,0.013394,-0.105218,-0.029827,0.189461,-0.0970955,0.00764216,0.200788,0.00494223,0.0916269,-0.0354069,0.0522595,-0.0787463,0.0922385,-0.102755,-0.00240011,-0.00403059,0.0323233,-0.0180185,0.0493873,-0.129053,0.0974032,0.00155311,0.0308851,0.0530799,-0.00467382,-0.0629137,-0.14028,0.103849,-0.219449,0.191161,0.158117,0.0990249,0.14487,0.0902488,0.114443,-0.0653101,-0.0163749,-0.249585,0.0336513,0.12622,-0.0674904,0.0466836,0.0050503
2023-00146-MN-0,-0.118681,0.0580325,0.076664,-0.11161,-0.0272315,-0.0226117,-0.0162207,-0.0331139,0.209059,-0.0882797,0.207377,-0.126743,-0.243243,-0.0524958,-0.0386183,0.237985,-0.215126,-0.137887,-0.0601009,0.0583411,0.0618807,-0.0134984,-0.0148749,0.0941205,-0.208036,-0.409676,-0.0383998,-0.0450519,-0.10457,-0.0538456,0.0159343,0.0817602,-0.231984,-0.0418099,0.00303953,0.128527,0.00806722,-0.0931524,0.19263,0.0233836,-0.336993,0.00852467,0.0605383,0.264136,0.134123,0.00927544,0.00153926,-0.142841,0.161331,-0.216696,-0.0300716,0.12636,0.0340007,0.0483607,0.00669468,-0.108605,0.0632555,0.147874,-0.212124,-0.0429639,0.036973,-0.0868653,0.0568508,-0.127656,0.170715,0.0566475,-0.120052,-0.122563,0.139558,-0.121783,0.00238065,0.0708732,-0.0937792,-0.242747,-0.377408,-0.0255999,0.279279,0.112556,-0.207759,0.0334687,-0.0108621,-0.00722852,0.119298,0.227055,0.025368,0.107683,-0.0608901,0.0249337,0.248704,-0.0308987,0.038993,0.250241,0.0154768,0.012154,0.000294075,0.0239167,-0.130172,0.0674315,-0.167586,0.0570154,0.0126962,0.0481787,0.0211425,0.107324,-0.180235,0.128466,0.0301332,-0.0327519,0.00658853,0.0205082,-0.0321318,-0.122773,0.111847,-0.209039,0.113179,0.174273,0.0208818,0.125735,0.0872889,0.0754068,-0.0497091,0.00685388,-0.212352,0.0248253,0.12056,-0.0335833,0.115712,-0.0185182
2023-00152-MN-0,-0.13542,0.136615,0.0555743,0.0353138,-0.0581074,-0.00492078,0.000711758,-0.0502443,0.126933,-0.0332343,0.280111,-0.00722521,-0.2202,-0.103947,-0.0144119,0.159239,-0.134167,-0.0807532,-0.0872707,0.0055034,-0.0175113,0.00191121,0.0425354,0.015552,-0.0966578,-0.303926,-0.019282,-0.0897279,0.0768836,-0.0648867,0.00346502,0.0777619,-0.204718,-0.0965633,0.0292611,0.0846089,-0.0935618,0.0475582,0.22956,0.0173704,-0.180813,0.0145293,0.0400643,0.290594,0.206604,0.0670061,-0.0244736,-0.0398526,0.0664599,-0.284288,0.120685,0.0790188,0.220471,0.11352,-0.00315326,-0.180373,0.00816862,0.102136,-0.211395,0.0549893,0.0401687,-0.0982142,-0.0389015,-0.00121159,0.255575,0.112552,-0.0972877,-0.111394,0.200107,-0.127199,-0.0334925,0.0976103,-0.0448801,-0.15261,-0.305739,0.0713363,0.327152,0.150974,-0.184963,-0.0114333,-0.0859801,-0.0173229,-0.0235867,0.0484055,-0.0964837,-0.0530018,-0.0365335,-0.0638672,0.149189,-0.00617676,-0.0749724,0.231331,0.0417165,0.0255295,0.0410327,-0.0500881,-0.0138016,-0.0496817,-0.156355,-0.0794328,-0.0310691,-0.107665,0.0255225,0.0891844,-0.23193,0.193731,0.0226814,0.0391133,0.0806066,0.080326,-0.0906508,-0.0433543,0.154054,-0.277663,0.289278,0.155926,0.074595,0.140035,0.13916,0.070726,0.0285014,0.00116276,-0.129062,-0.0809951,0.0955328,-0.0774823,0.0873308,0.0951577
2023-00191-MN-0,-0.0819794,0.0302697,0.112931,-0.0923392,-0.105586,-0.0288883,-0.0535858,-0.118477,0.179122,-0.220917,0.169213,-0.121273,-0.178717,-0.0569482,-0.0500683,0.24112,-0.140901,-0.247774,-0.00415587,-0.0547631,0.00817734,0.0185167,-0.0591429,0.0318279,-0.071381,-0.370238,-0.133296,-0.0397358,-0.0502344,-0.0546668,-0.0245102,0.125614,-0.182619,-0.0148572,-0.0151407,0.135296,-9.38678e-06,-0.10792,0.1183,0.00925284,-0.27087,-0.0525117,0.115851,0.201249,0.118203,-0.0204517,-0.018849,-0.0522086,0.0522728,-0.235721,0.00686766,0.135439,0.0845375,0.0901851,0.015238,-0.1226,0.0306556,0.0925719,-0.169113,-0.00230514,0.0355677,-0.0993292,0.00502578,-0.0508564,0.262418,0.177863,-0.0835665,-0.143944,0.212855,-0.137444,-0.105576,0.000309419,-0.138899,-0.15702,-0.307128,-0.00226027,0.419856,0.101203,-0.136511,0.0886237,-0.0492784,-0.022703,0.0536092,0.167365,-0.010011,0.0628326,-0.0584776,0.0231255,0.219381,-0.0311797,-0.0565249,0.149315,-0.0359129,0.0848454,0.0309027,0.0348673,-0.00705404,0.00755909,-0.1835,-0.0191866,-0.0381721,-0.00845686,-0.0620213,0.129988,-0.124291,0.129142,0.0480271,-0.0455497,-0.0536579,0.0876699,-0.0442804,-0.0623345,0.113339,-0.191472,0.144602,0.173625,0.0253912,0.18287,0.100478,0.105701,0.0149782,-0.120145,-0.168006,-0.0531707,0.0735193,0.00163904,0.0425654,0.0964563
2023-00196-MN-0,-0.102945,0.0918473,0.0581243,-0.0656749,-0.128452,-0.0588301,-0.0310423,-0.0931515,0.194375,-0.130219,0.265755,-0.114327,-0.241338,-0.0632143,-0.0792615,0.246669,-0.186985,-0.138316,0.0102275,0.0109938,0.114462,-0.0136121,-0.00252985,0.0436298,-0.0535904,-0.362708,-0.127892,-0.0127442,0.0248257,-0.0657424,-0.0582875,0.0713964,-0.18714,-0.0963927,0.0147294,0.121477,-0.00236174,-0.114397,0.126455,-0.0364684,-0.270009,-0.0174382,0.0984943,0.217511,0.118528,0.0752608,0.0166987,-0.151494,0.0515985,-0.176159,0.0542643,0.107635,0.0889051,0.0366959,-0.00960019,-0.156012,-0.0184357,0.149378,-0.161181,-0.0160133,0.0953585,-0.0691104,0.0106153,-0.138412,0.264018,0.123094,-0.122656,-0.164716,0.178177,-0.132383,-0.0810119,0.0505654,-0.127847,-0.162682,-0.330113,-0.00464929,0.383883,0.0411327,-0.11499,0.0384685,-0.0462305,-0.00306287,0.0751938,0.168078,0.0188514,0.0161799,-0.103123,-0.0210869,0.246247,-0.0987927,-0.0312601,0.167122,-0.0322218,0.0484119,-0.013034,0.0629104,-0.0539223,0.0552297,-0.12967,0.00221512,-0.00312687,-0.059849,-0.0721222,0.109497,-0.154813,0.0434217,0.0233242,-0.00485456,0.0061021,-0.0104767,-0.0932134,-0.0837533,0.12813,-0.247745,0.218719,0.184512,0.0482641,0.150746,0.100515,0.131115,0.0282085,-0.0979563,-0.187909,-0.0344133,0.103008,-0.0423137,0.0796482,0.0352636
2023-00241-MN-0,-0.149724,0.0298604,0.099153,-0.0197936,-0.00252955,-0.0861904,-0.0294312,-0.125224,0.144336,-0.0818382,0.262953,-0.0182444,-0.176358,-0.125602,-0.0241207,0.196748,-0.175741,-0.136519,-0.0471357,-0.043694,0.0299698,-0.0576151,0.0250235,0.042381,-0.0873026,-0.326755,-0.12337,-0.125476,0.0385857,0.00921431,-0.0572629,0.0308937,-0.19434,-0.0570337,-0.0141888,0.0919081,0.0216072,-0.100242,0.197321,-0.0391585,-0.19499,-0.0607692,0.0318382,0.216052,0.214224,0.0267419,0.0267907,-0.0471829,0.0915426,-0.187423,0.0516796,0.0755531,0.0610256,0.0668999,-0.0105748,-0.143923,0.0536383,0.107149,-0.164516,-0.00241907,0.0193997,-0.174009,-0.0506413,-0.00562679,0.267111,0.142436,-0.0969488,-0.136373,0.182894,-0.12965,-0.0135017,0.0327707,-0.166564,-0.14232,-0.345112,0.0576575,0.409388,0.0707479,-0.176441,0.0613988,-0.0552127,0.014,0.156711,0.158318,-0.0121799,0.0146105,-0.137908,-0.0187929,0.198893,-0.0426427,-0.0441899,0.17979,-0.0562799,0.0417825,0.0393551,0.0578127,-0.0112609,0.0245116,-0.103617,-0.000930014,0.117183,0.00907006,-0.00287937,0.0894626,-0.119779,0.0183116,0.00702517,0.036393,0.0424218,-0.056682,-0.0680906,-0.100095,0.114646,-0.184936,0.18814,0.175052,-0.00363752,0.147868,0.0832531,0.104294,-0.0252285,-0.0414068,-0.193025,0.0171544,0.099396,0.0210039,0.0978846,0.0383722
2023-00250-MN-0,-0.0537584,0.0332972,0.0954445,-0.00159616,-0.0734061,-0.0643418,0.0197594,-0.138619,0.160812,-0.115266,0.265947,-0.0735168,-0.210559,-0.0513073,-0.0158509,0.1904,-0.148079,-0.106289,-0.0132218,-0.0576676,0.0740342,0.00807456,0.0178494,0.0741404,-0.135532,-0.349495,-0.145489,-0.119056,0.0141055,-0.0840277,-0.0519999,0.10145,-0.210968,-0.0368786,-0.0334063,0.0209953,-0.001126,-0.0527638,0.16384,0.0444904,-0.231829,0.0306883,-0.00513394,0.247406,0.148554,0.00098316,0.0254017,-0.0665964,0.0210565,-0.166398,0.0172909,0.0889115,0.078849,0.0281192,-0.0745208,-0.143979,-0.0149678,0.016928,-0.220634,0.0168359,0.0972704,-0.147898,-0.0586094,-0.0194833,0.229461,0.09443,-0.110627,-0.135319,0.126567,-0.180755,0.01299,0.0902914,-0.17806,-0.156191,-0.335139,0.0405661,0.459727,0.0304343,-0.162433,0.0214814,-0.142984,0.0438507,0.100239,0.11965,0.0232061,0.0340943,-0.103836,0.0632344,0.159995,-0.0872062,-0.0598029,0.221067,-0.0275627,0.0555503,0.0174436,0.0606076,-0.0372017,-0.0306016,-0.0582252,0.0104411,-0.0243972,-0.0323208,-0.0291735,0.108031,-0.180828,0.138927,0.0209062,-0.0315031,0.0168936,0.0289852,-0.11204,-0.116693,0.125373,-0.280116,0.122504,0.195191,0.00369613,0.128213,-0.00381652,0.0982878,-0.097405,-0.0437735,-0.202288,0.018069,0.103134,-0.0259283,0.0647844,-0.0126681
